stock_code,strategy_id,formula_id,display_name,best_holding_days,signal_count,win_rate,avg_ret,avg_dd,calmar,effectiveness_score,effectiveness_label,untradable_rate,completion_rate,best_sell_rule,best_sell_rule_score,params
000027,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,2,1.000000,0.051250,-0.021850,,,样本不足,0.000000,1.000000,fixed_60,75.569971,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
000028,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,24,0.458333,0.028962,-0.043721,0.662442,0.000000,样本陈旧,0.000000,1.000000,fixed_20,51.543458,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000028,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,3,1.000000,0.331700,-0.039333,,,样本不足,0.000000,1.000000,fixed_60,86.157718,{}
000028,formula_gs_raw_buy,gs_raw_buy,GS原始买点,30,47,0.553191,0.019051,-0.048068,0.396335,7.200000,退化中,0.000000,1.000000,fixed_30,48.102952,{}
000028,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,12,0.666667,0.104117,-0.068492,1.520136,0.000000,退化中,0.000000,1.000000,fixed_60,72.600681,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
000029,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,38,0.552632,0.082047,-0.131829,0.622377,0.000000,退化中,0.026300,1.000000,fixed_60,64.427677,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000029,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,1,1.000000,0.016000,-0.011600,,,样本不足,0.000000,1.000000,fixed_5,50.475411,"{""ma_pull_high"": 0.98, ""ma_pull_low"": 0.85, ""maxlen_max"": 15, ""maxrun_max"": 6, ""rate_min"": 50, ""sellpct_max"": 50}"
000029,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,35,0.542857,0.107406,-0.122940,0.873643,63.200000,改善观察,0.028600,1.000000,fixed_60,65.368217,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
000029,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,30,7,0.571429,0.127400,-0.041243,3.089020,93.400000,样本陈旧,0.000000,1.000000,formula_exit_or_30,74.324533,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
000030,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,34,0.529412,0.026682,-0.051376,0.519350,0.000000,退化中,0.000000,1.000000,fixed_20,51.820278,{}
000030,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,4,0.500000,-0.002375,-0.006675,,,样本不足,0.000000,1.000000,fixed_5,24.987183,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
000030,formula_gs_raw_buy,gs_raw_buy,GS原始买点,15,34,0.529412,0.009912,-0.044197,0.224263,0.000000,退化中,0.000000,1.000000,fixed_15,41.959550,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
000030,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,30,3,0.666667,0.033733,-0.008600,,,样本不足,0.000000,1.000000,formula_exit_or_30,67.636788,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
000031,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,31,0.387097,0.011010,-0.035894,0.306731,0.000000,退化中,0.032300,1.000000,formula_exit_or_10,38.328818,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000031,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,31,0.516129,0.042865,-0.108842,0.393824,28.700000,稳定/不明显,0.000000,1.000000,fixed_60,58.885247,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
000031,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,18,0.555556,0.012189,-0.035711,0.341319,0.500000,稳定/不明显,0.000000,1.000000,fixed_5,44.467707,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
000032,formula_activity_breakout,activity_breakout,活跃度大牛突破,15,66,0.393939,0.010429,-0.047691,0.218675,0.000000,稳定/不明显,0.090900,1.000000,formula_exit_or_15,37.216858,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000032,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,30,6,0.833333,0.044683,-0.102150,0.437429,69.400000,样本陈旧,0.000000,1.000000,fixed_30,65.190647,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
000032,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,43,0.465116,0.056158,-0.184279,0.304745,0.000000,退化中,0.069800,1.000000,fixed_60,59.779539,{}
000032,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,1,1.000000,0.365400,-0.247900,,,样本不足,0.000000,1.000000,fixed_60,67.948766,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
000034,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,51,0.627451,0.074278,-0.385592,0.192635,0.000000,退化中,0.019600,1.000000,fixed_60,64.590625,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000034,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,1,1.000000,0.056700,-0.529500,,,样本不足,0.000000,1.000000,fixed_60,61.114270,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
000034,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,35,0.628571,0.070240,-0.383331,0.183236,0.000000,退化中,0.057100,1.000000,fixed_60,64.201893,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
000034,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,23,0.826087,0.156357,-0.350170,0.446517,37.600000,稳定/不明显,0.083300,0.958300,fixed_60,71.580409,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
000035,formula_activity_breakout,activity_breakout,活跃度大牛突破,30,37,0.567568,0.027135,-0.094573,0.286923,43.200000,稳定/不明显,0.054100,1.000000,fixed_30,51.488668,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000035,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,4,0.750000,0.050850,-0.073000,,,样本不足,0.000000,1.000000,fixed_60,63.936586,{}
000035,formula_gs_raw_buy,gs_raw_buy,GS原始买点,30,51,0.588235,0.032761,-0.085351,0.383836,51.700000,稳定/不明显,0.000000,1.000000,fixed_30,55.946631,{}
000035,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,4,1.000000,0.042550,-0.025300,,,样本不足,0.000000,1.000000,fixed_5,72.637800,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
000036,formula_activity_breakout,activity_breakout,活跃度大牛突破,30,37,0.513514,0.049149,-0.104165,0.471835,34.900000,退化中,0.054100,1.000000,fixed_30,61.798365,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000036,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,4,0.250000,-0.010175,-0.036725,,,样本不足,0.000000,1.000000,fixed_5,13.980913,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
000036,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,40,0.625000,0.063048,-0.119320,0.528390,25.500000,稳定/不明显,0.025000,1.000000,fixed_60,66.141950,{}
000036,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,15,34,0.470588,0.064885,-0.033429,1.940964,13.700000,退化中,0.000000,1.000000,formula_exit_or_15,68.822468,{}
000037,formula_activity_breakout,activity_breakout,活跃度大牛突破,30,85,0.494118,0.031858,-0.124248,0.256403,2.500000,退化中,0.058800,1.000000,fixed_30,51.446134,{}
000037,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,10,4,1.000000,0.199500,-0.022250,,,样本不足,0.000000,1.000000,fixed_10,87.953709,{}
000037,formula_gs_raw_buy,gs_raw_buy,GS原始买点,30,31,0.612903,0.035729,-0.104513,0.341862,15.300000,退化中,0.096800,1.000000,fixed_30,56.993183,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
000037,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,30,3,0.666667,0.013667,-0.168567,,,样本不足,0.000000,1.000000,fixed_30,38.396430,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
000039,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,20,0.600000,0.050340,-0.101405,0.496425,96.900000,增强中,0.000000,1.000000,fixed_60,65.482126,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000039,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,20,14,0.785714,0.017786,-0.041914,0.424335,0.100000,退化中,0.000000,1.000000,formula_exit_or_20,54.585963,{}
000039,formula_gs_raw_buy,gs_raw_buy,GS原始买点,20,31,0.580645,0.015948,-0.057290,0.278378,79.700000,增强中,0.032300,1.000000,fixed_20,46.462860,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
000039,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,33,0.575758,0.043170,-0.087439,0.493710,91.300000,增强中,0.000000,1.000000,fixed_60,61.326125,{}
000042,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,34,0.647059,0.070515,-0.132668,0.531514,56.200000,稳定/不明显,0.000000,1.000000,fixed_60,67.069334,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000042,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,38,0.605263,0.049787,-0.141147,0.352730,63.500000,改善观察,0.000000,1.000000,fixed_60,64.814963,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
000042,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,20,0.550000,0.035590,-0.141625,0.251297,14.900000,退化中,0.100000,1.000000,fixed_60,54.551487,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
000045,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,37,0.567568,0.021008,-0.134427,0.156279,0.000000,退化中,0.081100,1.000000,fixed_60,47.501665,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000045,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,4,0.000000,-0.018225,-0.136675,,,样本不足,0.000000,1.000000,formula_exit_or_60,3.174482,{}
000045,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,49,0.591837,0.054112,-0.124441,0.434843,12.600000,退化中,0.060000,0.980000,fixed_60,64.521155,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
000045,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,4,1.000000,0.178425,-0.019100,,,样本不足,0.000000,1.000000,fixed_5,87.953709,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
000048,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,35,0.514286,0.006034,-0.026351,0.228993,0.000000,退化中,0.085700,1.000000,formula_exit_or_10,38.733535,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000048,formula_gs_raw_buy,gs_raw_buy,GS原始买点,15,45,0.622222,0.027936,-0.042640,0.655149,18.400000,退化中,0.022200,1.000000,fixed_15,55.687967,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
000048,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,15,2,0.500000,-0.040700,-0.127650,,,样本不足,0.000000,1.000000,fixed_15,1.898079,{}
000048,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,3,0.666667,0.012133,-0.017033,,,样本不足,0.000000,1.000000,fixed_5,40.786028,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
000049,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,77,0.441558,0.006949,-0.030788,0.225714,0.000000,退化中,0.026000,1.000000,formula_exit_or_10,37.590258,{}
000049,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,15,5,1.000000,0.048940,-0.055340,0.884351,,样本不足,0.000000,1.000000,formula_exit_or_15,73.312898,{}
000049,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,37,0.486486,0.007849,-0.022378,0.350725,13.000000,稳定/不明显,0.054100,1.000000,formula_exit_or_5,39.732002,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
000049,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,28,0.357143,0.025196,-0.026357,0.955962,0.000000,退化中,0.000000,1.000000,formula_exit_or_60,48.092310,{}
000050,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,23,0.478261,0.023761,-0.072757,0.326581,0.000000,退化中,0.000000,1.000000,fixed_20,47.861164,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000050,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,15,4,1.000000,0.034975,-0.032150,,,样本不足,0.000000,1.000000,fixed_15,65.880556,"{""ma_pull_high"": 0.98, ""ma_pull_low"": 0.85, ""maxlen_max"": 15, ""maxrun_max"": 6, ""rate_min"": 50, ""sellpct_max"": 50}"
000050,formula_gs_raw_buy,gs_raw_buy,GS原始买点,10,44,0.454545,0.010611,-0.026759,0.396552,0.000000,稳定/不明显,0.000000,1.000000,formula_exit_or_10,40.924804,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
000050,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,20,23,0.695652,0.027048,-0.049065,0.551263,0.000000,退化中,0.000000,1.000000,fixed_20,57.149792,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
000055,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,36,0.555556,0.006953,-0.058556,0.118738,0.000000,退化中,0.027800,1.000000,fixed_10,40.458968,{}
000055,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,30,14,0.642857,0.035886,-0.060421,0.593924,0.500000,退化中,0.000000,1.000000,fixed_30,60.198190,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
000055,formula_gs_raw_buy,gs_raw_buy,GS原始买点,15,52,0.519231,-0.004198,-0.056590,-0.074184,0.000000,稳定/不明显,0.000000,1.000000,fixed_15,33.106967,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
000055,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,15,33,0.575758,-0.001209,-0.058021,-0.020839,0.000000,退化中,0.000000,1.000000,fixed_15,36.563988,{}
000056,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,143,0.356643,0.002981,-0.059990,0.049694,0.000000,退化中,0.097900,1.000000,formula_exit_or_5,36.821596,{}
000056,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,5,1.000000,0.107160,-0.289960,0.369568,,样本不足,0.000000,1.000000,fixed_60,71.268982,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
000056,formula_gs_raw_buy,gs_raw_buy,GS原始买点,15,47,0.340426,0.037798,-0.053623,0.704876,0.000000,退化中,0.042600,1.000000,formula_exit_or_15,52.210552,{}
000056,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,5,1,1.000000,0.371400,0.000000,,,样本不足,0.000000,1.000000,fixed_5,80.578859,{}
000056,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,30,27,0.259259,0.047567,-0.060026,0.792435,0.000000,退化中,0.148100,1.000000,formula_exit_or_30,54.041806,{}
000058,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,29,0.551724,0.011534,-0.072176,0.159811,63.500000,改善观察,0.000000,1.000000,fixed_10,43.118020,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
